filename, Unlabeled, backwardbadposture, forwardbadposture, goodposture
good_posture-340-_jpg.rf.ed3c7dd3c2ad38f024a047446cea25a4.jpg, 0, 0, 0, 1
backward_lean_bad_posture-16-_jpg.rf.eb7f83e1f4dd6571c46d6cd91bbda1e0.jpg, 0, 1, 0, 0
backward_lean_bad_posture-121-_jpg.rf.ee2257e26122a33da9441c30bba8a0a0.jpg, 0, 1, 0, 0
good_posture-382-_jpg.rf.ed6c0143932507fbea3ace7918de01c1.jpg, 0, 0, 0, 1
good_posture-610-_jpg.rf.eb4a10dcdc7ad254b31bb4263441a0a6.jpg, 0, 0, 0, 1
backward_lean_bad_posture-75-_jpg.rf.ee783d320788e457cf92b3bc317bb624.jpg, 0, 1, 0, 0
backward_lean_bad_posture-132-_jpg.rf.ed78e9afeb61f3be7ee769c5a0e74883.jpg, 0, 1, 0, 0
backward_lean_bad_posture-20-_jpg.rf.ed59e38a28f009ab23a2592e90fe85ca.jpg, 0, 1, 0, 0
good_posture-454-_jpg.rf.eda04e36a76a115460fc9a4a15fa0f5b.jpg, 0, 0, 0, 1
backward_lean_bad_posture-30-_jpg.rf.ef31d377d4b07e496ae4a8260e4d5d53.jpg, 0, 1, 0, 0
backward_lean_bad_posture-43-_jpg.rf.edd9882ecf8dc696055d8f0bf438a369.jpg, 0, 1, 0, 0
forward_lean_bad_posture-172-_jpg.rf.ef38b0e4c3be6fef787967bd7602a406.jpg, 0, 0, 1, 0
good_posture-681-_jpg.rf.eb0da40963d8dbe6061cea8fe02dbedf.jpg, 0, 0, 0, 1
good_posture-334-_jpg.rf.ecf414a0530a2ff12f5eb70b8c5823a0.jpg, 0, 0, 0, 1
backward_lean_bad_posture-201-_jpg.rf.ed6b94ea676945326fa09e4599d4d769.jpg, 0, 1, 0, 0
good_posture-604-_jpg.rf.ed7d84878fffd024c6f5ee289e29f05a.jpg, 0, 0, 0, 1
good_posture-621-_jpg.rf.edd72730ec5b6a6b0871b7ae59fee1e9.jpg, 0, 0, 0, 1
forward_lean_bad_posture-18-_jpg.rf.ef44a7687d43a1e83e3080483dfeb03f.jpg, 0, 0, 1, 0
forward_lean_bad_posture-212-_jpg.rf.ec21771ee0eee2c75818d3e1c7d58a75.jpg, 0, 1, 0, 0
good_posture-764-_jpg.rf.ed9828c49d87cc9db15d6f6b2dfa52ab.jpg, 0, 0, 0, 1
backward_lean_bad_posture-54-_jpg.rf.efd141557262871223e70a677d5f45d7.jpg, 0, 1, 0, 0
good_posture-511-_jpg.rf.efa640b274a86dd2e6e7ac44c3494f58.jpg, 0, 0, 0, 1
good_posture-557-_jpg.rf.f07e29bba4538dd47a97e1aa6f10cb5b.jpg, 0, 0, 0, 1
forward_lean_bad_posture-119-_jpg.rf.f06a35389422a3360502d7efec05a15b.jpg, 0, 0, 1, 0
good_posture-711-_jpg.rf.f0965018af1fd43d1cbc67d4876e9f02.jpg, 0, 0, 0, 1
forward_lean_bad_posture-111-_jpg.rf.f1c6515edd9ff32fbe360ff441db8592.jpg, 0, 0, 1, 0
forward_lean_bad_posture-95-_jpg.rf.f0c1eb19923d9f1c7a395d6734d0ebb6.jpg, 0, 0, 1, 0
good_posture-727-_jpg.rf.f440fed99e1313dcfbd2b9ba07b3ce50.jpg, 0, 0, 0, 1
good_posture-416-_jpg.rf.f0cc44299e541f75d079e0a8362d8ec2.jpg, 0, 0, 0, 1
good_posture-312-_jpg.rf.f162262a7006f354fd46fe58ffa74213.jpg, 0, 0, 0, 1
backward_lean_bad_posture-207-_jpg.rf.f11ee4d36fbc02c6a1080c4e70872a73.jpg, 0, 1, 0, 0
good_posture-554-_jpg.rf.f4521f1725f1c5dc19a63a3510b59f2b.jpg, 0, 0, 0, 1
backward_lean_bad_posture-112-_jpg.rf.f43270312ee8f71554d1cf4275a6738f.jpg, 0, 1, 0, 0
good_posture-476-_jpg.rf.f12fa38287e8e0246e56e60ab4b962bd.jpg, 0, 0, 0, 1
good_posture-519-_jpg.rf.f15130e9224e0ca2132ba36eb31aaae5.jpg, 0, 0, 0, 1
good_posture-411-_jpg.rf.f20b4347f3aa24898c9a918ecc2e786f.jpg, 0, 0, 0, 1
forward_lean_bad_posture-199-_jpg.rf.f44abecc4ead0576c514a005692366a0.jpg, 0, 0, 1, 0
backward_lean_bad_posture-148-_jpg.rf.f38c4f7d8a6e5034501d7394c3c722d6.jpg, 0, 1, 0, 0
good_posture-715-_jpg.rf.f1219d87fef23cae2a144a5fcebd3b31.jpg, 0, 0, 0, 1
backward_lean_bad_posture-228-_jpg.rf.f495751cd5afd8bc223b3ef360bb0f15.jpg, 0, 1, 0, 0
good_posture-488-_jpg.rf.f41ab26d296d4a594cc003208a854ed2.jpg, 0, 0, 0, 1
good_posture-376-_jpg.rf.f4567f47d886ae0ef306ec6116ae51fb.jpg, 0, 0, 0, 1
good_posture-605-_jpg.rf.f11f6d4a3c3f13639de7d717228315a2.jpg, 0, 0, 0, 1
good_posture-426-_jpg.rf.f2c8847ce54980261878664cadf921ab.jpg, 0, 0, 0, 1
forward_lean_bad_posture-22-_jpg.rf.f20ffc4abea4120168b61982f3a63f74.jpg, 0, 0, 1, 0
good_posture-673-_jpg.rf.f4dcd0b12d042b4953d6df0799ed44cf.jpg, 0, 0, 0, 1
forward_lean_bad_posture-143-_jpg.rf.f5454394229313def37722c99c8c9f4c.jpg, 0, 0, 1, 0
good_posture-440-_jpg.rf.f3cbb83ddf07b3c9c0a49dff6ddae26c.jpg, 0, 0, 0, 1
good_posture-322-_jpg.rf.f49034bfa24a37cbd96f26b590a5b860.jpg, 0, 0, 0, 1
good_posture-441-_jpg.rf.f39938e9ebf0134a20f9235b0ca35efb.jpg, 0, 0, 0, 1
good_posture-398-_jpg.rf.f4d0bf807960c168267a8fd4d10757b5.jpg, 0, 0, 0, 1
backward_lean_bad_posture-145-_jpg.rf.f562425d8fd16f4e92a0bdf183a20634.jpg, 0, 1, 0, 0
backward_lean_bad_posture-145-_jpg.rf.f67a64d087d792b9374615b84033038f.jpg, 0, 1, 0, 0
good_posture-433-_jpg.rf.f6d1397012ea7773c3bcc52f769fb96e.jpg, 0, 0, 0, 1
forward_lean_bad_posture-76-_jpg.rf.f603a07b35845b2c463e8aae8e7aa793.jpg, 0, 0, 1, 0
backward_lean_bad_posture-214-_jpg.rf.f5a688d707ddb9b66bf2f48b5daa0d6e.jpg, 0, 1, 0, 0
good_posture-593-_jpg.rf.f93c5050e71a57d99247ad0c49dce2e4.jpg, 0, 0, 0, 1
good_posture-630-_jpg.rf.f639ba536694ad813959dd7eb8ac8d42.jpg, 0, 0, 0, 1
good_posture-574-_jpg.rf.f9b133e2990fce47fd5c347cf5f9bad5.jpg, 0, 0, 0, 1
good_posture-566-_jpg.rf.f6735dbd887eb47d00ce1422b22ee345.jpg, 0, 0, 0, 1
good_posture-560-_jpg.rf.f6a5f1db1f539d5e5fde5ec37f6c8f12.jpg, 0, 0, 0, 1
good_posture-493-_jpg.rf.f7eb0ae0b49228f00bf2dcd00b2f23de.jpg, 0, 0, 0, 1
good_posture-487-_jpg.rf.f8a512886fe69960e6760b7e52627806.jpg, 0, 0, 0, 1
backward_lean_bad_posture-206-_jpg.rf.f8ebf08de8dfa0c5f0dff88566a79e29.jpg, 0, 1, 0, 0
good_posture-746-_jpg.rf.f831a105110a4a90a64adf9e6c044ec3.jpg, 0, 0, 0, 1
backward_lean_bad_posture-220-_jpg.rf.f5c4e9177bbbb43cc16d3cc071c92a4c.jpg, 0, 1, 0, 0
good_posture-342-_jpg.rf.f803cfdc6484ccafcfac54a995379249.jpg, 0, 0, 0, 1
backward_lean_bad_posture-11-_jpg.rf.f95f370b6ad1c741fe221fbbcdf5bbd0.jpg, 0, 1, 0, 0
good_posture-1-_jpg.rf.f6ca091b6accf85f9e5e57e2f85950f2.jpg, 0, 0, 0, 1
backward_lean_bad_posture-205-_jpg.rf.f82177cd1eb766544bb8aae3a255ee1a.jpg, 0, 1, 0, 0
good_posture-457-_jpg.rf.f9f7f58e67c853a9d79388cd41dd3571.jpg, 0, 0, 0, 1
good_posture-375-_jpg.rf.f96f75ec6fc42a912f0ddaa5d54ad48f.jpg, 0, 0, 0, 1
good_posture-562-_jpg.rf.f88ca2a5b2b3dad9ce646200e93acc63.jpg, 0, 0, 0, 1
backward_lean_bad_posture-206-_jpg.rf.f8df71313fbd5b0c8cfddde915b42561.jpg, 0, 1, 0, 0
forward_lean_bad_posture-173-_jpg.rf.f76e5930877e4f7aefa4912eef1e7008.jpg, 0, 0, 1, 0
good_posture-323-_jpg.rf.f8a1396e4715436225a9b83d24c0ce69.jpg, 0, 0, 0, 1
backward_lean_bad_posture-108-_jpg.rf.f9c2117a6fcdc95c7fc8fa7e49dca4a3.jpg, 0, 1, 0, 0
forward_lean_bad_posture-62-_jpg.rf.fa3c424ea291d49d4f5d1b6a58174c8b.jpg, 0, 0, 1, 0
good_posture-332-_jpg.rf.fa1f362108d19560f82c78d4b46c62f9.jpg, 0, 0, 0, 1
good_posture-569-_jpg.rf.fa24d1a623a863ebc47567ee9a26fc3d.jpg, 0, 0, 0, 1
forward_lean_bad_posture-98-_jpg.rf.fa51b7e28301d1122fedae09f71e0af2.jpg, 0, 0, 1, 0
good_posture-321-_jpg.rf.facea17cf4c2020c2e3b673550afe734.jpg, 0, 0, 0, 1
good_posture-509-_jpg.rf.fae78a6de98142c366a8e352d790a18f.jpg, 0, 0, 0, 1
good_posture-669-_jpg.rf.fabfb9bd6f212bc8bf71cfa22a2c4789.jpg, 0, 0, 0, 1
good_posture-484-_jpg.rf.fb36fc15b4198bd441ce639610beada2.jpg, 0, 0, 0, 1
good_posture-398-_jpg.rf.fd04c2dcd276ba4dc0a254b5996de452.jpg, 0, 0, 0, 1
good_posture-462-_jpg.rf.fdbc98fd14945ac17d26e0da714125b6.jpg, 0, 0, 0, 1
backward_lean_bad_posture-154-_jpg.rf.fc7c15013448294ef90e4e9f3076ba45.jpg, 0, 1, 0, 0
good_posture-508-_jpg.rf.feff43e20269412dd631c4639ed88632.jpg, 0, 0, 0, 1
good_posture-464-_jpg.rf.fae87d0436e89ae5e1e872dc479ae442.jpg, 0, 0, 0, 1
backward_lean_bad_posture-191-_jpg.rf.fb73680983722c68a9fc0667bac42a6f.jpg, 0, 1, 0, 0
good_posture-498-_jpg.rf.fdd5f1c6e64cb620ab21624b7c44771e.jpg, 0, 0, 0, 1
backward_lean_bad_posture-218-_jpg.rf.fa5ceec68e470bab25149c8a419c976f.jpg, 0, 1, 0, 0
backward_lean_bad_posture-21-_jpg.rf.fc9fe859c767de47a0f1cc0fa7c9c777.jpg, 0, 1, 0, 0
forward_lean_bad_posture-67-_jpg.rf.fd5accaf430fb97909863ba0591b3aaf.jpg, 0, 0, 1, 0
good_posture-664-_jpg.rf.feca2f08ea51315b6d74ffe1169b992b.jpg, 0, 0, 0, 1
backward_lean_bad_posture-219-_jpg.rf.fec2aa6c0b4320677695a0c38ef8c5ff.jpg, 0, 1, 0, 0
good_posture-482-_jpg.rf.fff81a891a63ae61be59cde834be7a13.jpg, 0, 0, 0, 1
backward_lean_bad_posture-197-_jpg.rf.fbc3701926557efdd7b04f27810387b9.jpg, 0, 1, 0, 0
good_posture-689-_jpg.rf.ff9d6625f47fd9445c893bb2b3d3bfe4.jpg, 0, 0, 0, 1
good_posture-653-_jpg.rf.fbfaba64ea4e8a5eec2e27f5324693cd.jpg, 0, 0, 0, 1
backward_lean_bad_posture-133-_jpg.rf.ffe9172328804b5c001c0438debad433.jpg, 0, 1, 0, 0
good_posture-400-_jpg.rf.fc954fac1483e97ff996bfdecfe52f59.jpg, 0, 0, 0, 1
good_posture-459-_jpg.rf.8013c1922dbc6c71a1076f514bb36a0e.jpg, 0, 0, 0, 1
good_posture-631-_jpg.rf.801c5b98c0dc757c7c6f29d835a4108e.jpg, 0, 0, 0, 1
backward_lean_bad_posture-18-_jpg.rf.809dff760ae32521470a8b2c5cc13a82.jpg, 0, 1, 0, 0
good_posture-576-_jpg.rf.80bb7ec2f6902a9fec5a3dd45474398f.jpg, 0, 0, 1, 1
good_posture-732-_jpg.rf.7fee8492dce7d9f15554e880f1fa95bc.jpg, 0, 0, 0, 1
forward_lean_bad_posture-129-_jpg.rf.810c0f5296082d8e12f5c3ade8b20f9a.jpg, 0, 0, 1, 0
good_posture-700-_jpg.rf.80ce32e3bd9e86616841c95157ef94ee.jpg, 0, 0, 0, 1
good_posture-374-_jpg.rf.80a540edaac4155835e7b4cbb1c4bb0c.jpg, 0, 0, 0, 1
backward_lean_bad_posture-126-_jpg.rf.81014aaa1a391e06e7af3eaa5f41c5da.jpg, 0, 1, 0, 0
forward_lean_bad_posture-204-_jpg.rf.81adc120509e4045ed751f59d5c4d6de.jpg, 0, 0, 1, 0
backward_lean_bad_posture-118-_jpg.rf.816c93a957a85eb89b5302d6a3c8b830.jpg, 0, 1, 0, 0
good_posture-544-_jpg.rf.81a144361467fd499edbe5ebd7ac42f4.jpg, 0, 0, 0, 1
forward_lean_bad_posture-203-_jpg.rf.81de2ab8f295a1c3ae9679fbbad1b790.jpg, 0, 0, 0, 1
forward_lean_bad_posture-8-_jpg.rf.81e54743af9558c0ca16e53d8856d33c.jpg, 0, 0, 1, 0
good_posture-539-_jpg.rf.81ba77e56c6b2331b36e902ed9a659f9.jpg, 0, 0, 0, 1
forward_lean_bad_posture-57-_jpg.rf.833a1ce418812eef00282599ffab03e5.jpg, 0, 0, 1, 0
good_posture-588-_jpg.rf.830ebbed75443351e6029849a02f130a.jpg, 0, 0, 0, 1
forward_lean_bad_posture-35-_jpg.rf.828988e007cf1fc9f6b15a7ef01c65f1.jpg, 0, 0, 1, 0
good_posture-445-_jpg.rf.8276b19791ade2ea2c44068daee304ac.jpg, 0, 0, 0, 1
backward_lean_bad_posture-233-_jpg.rf.82778b1f1f25cf422018ffe3471e1bea.jpg, 0, 1, 0, 0
backward_lean_bad_posture-89-_jpg.rf.83557c4ee904c4032914c6e14f7a019d.jpg, 0, 1, 0, 0
good_posture-497-_jpg.rf.825d4a0f185816f250d82297a29109ac.jpg, 0, 0, 0, 1
good_posture-347-_jpg.rf.833314748d8eb2b8713899724cfa0792.jpg, 0, 0, 0, 1
forward_lean_bad_posture-182-_jpg.rf.830ccabb8a24c3f32bc60004dffcd08a.jpg, 0, 0, 1, 0
good_posture-691-_jpg.rf.82651a1db6a7fe2b7308984de5295a46.jpg, 0, 0, 0, 1
good_posture-570-_jpg.rf.843c85150b21999805c607fbb2b85cd5.jpg, 0, 0, 0, 1
good_posture-634-_jpg.rf.84b0b8d713d4bf7c7e5df9c4ae07db3c.jpg, 0, 0, 0, 1
good_posture-656-_jpg.rf.84fae8331ce3919f3fe9ec652b8a4ce5.jpg, 0, 0, 0, 1
backward_lean_bad_posture-235-_jpg.rf.8457e55b2386903a3cbcb059026c9fad.jpg, 0, 1, 0, 0
good_posture-603-_jpg.rf.83fe47e5261bf06b5acf87d850b75cb7.jpg, 0, 0, 0, 1
forward_lean_bad_posture-195-_jpg.rf.84d6a091a6340582fafe6e7b5f11a2b8.jpg, 0, 0, 1, 0
good_posture-760-_jpg.rf.84599dc5f5775d1d8f073eb61f32f537.jpg, 0, 0, 0, 1
good_posture-380-_jpg.rf.8590b02f2f7626f30c109fe8cf44f44e.jpg, 0, 0, 0, 1
good_posture-692-_jpg.rf.858ac6ccbcf2c18832f0375e2618a875.jpg, 0, 0, 0, 1
backward_lean_bad_posture-35-_jpg.rf.846f022548376025f9af5efb17f069e1.jpg, 0, 1, 0, 0
good_posture-740-_jpg.rf.84f1e7a51951b50b43270c0ef5099297.jpg, 0, 0, 0, 1
forward_lean_bad_posture-108-_jpg.rf.85dc49a5dd389fb43fdb4cb0d7a4d6c0.jpg, 0, 0, 1, 0
backward_lean_bad_posture-148-_jpg.rf.8724a434ebc3df72bf1bd8abbf9feedd.jpg, 0, 1, 0, 0
backward_lean_bad_posture-1-_jpg.rf.861f92207415d13fcca4f1b5013f9e10.jpg, 0, 1, 0, 0
forward_lean_bad_posture-127-_jpg.rf.84d91fe3f5093fcadeddce8148858b83.jpg, 0, 0, 1, 0
backward_lean_bad_posture-118-_jpg.rf.873c0ae31758da28174d84f6ef033fb2.jpg, 0, 1, 0, 0
good_posture-541-_jpg.rf.8727bfc065b48faec6fb8d796158c632.jpg, 0, 0, 0, 1
good_posture-635-_jpg.rf.865a3fb6f8e1fcced4358630820df08e.jpg, 0, 0, 0, 1
good_posture-674-_jpg.rf.882dde4c8a0108c6158a2c6e5bc0f7bf.jpg, 0, 0, 0, 1
forward_lean_bad_posture-6-_jpg.rf.86a30a87327a49ecd1472ec8f5560cba.jpg, 0, 0, 1, 0
good_posture-718-_jpg.rf.85b7716b10340dec2c2e13af7736fc27.jpg, 0, 1, 0, 1
forward_lean_bad_posture-132-_jpg.rf.88333e5ca1a42758552d59896ed47d0a.jpg, 0, 0, 1, 0
good_posture-512-_jpg.rf.84b8fcea852c823efce1b509c0f86270.jpg, 0, 0, 0, 1
backward_lean_bad_posture-213-_jpg.rf.8850483b10d0e79526374e3e2211c0c1.jpg, 0, 1, 0, 0
backward_lean_bad_posture-130-_jpg.rf.83bac532aa3f1b07b7d705004e230b80.jpg, 0, 1, 0, 0
forward_lean_bad_posture-39-_jpg.rf.884e51c4bd73586feb89e0b9e7920420.jpg, 0, 0, 1, 0
good_posture-663-_jpg.rf.8854ae6e8d7b8454961af3bf0d6f9197.jpg, 0, 0, 0, 1
good_posture-668-_jpg.rf.886ace38f92e27b7f3599d687255a7ae.jpg, 0, 0, 0, 1
good_posture-362-_jpg.rf.8905c795a7fe2ed3e4126c0d7a19f2c8.jpg, 0, 0, 0, 1
good_posture-394-_jpg.rf.88a76620a6e685684899d02c8f87c177.jpg, 0, 0, 0, 1
backward_lean_bad_posture-134-_jpg.rf.88b43c9708085f97965c1fec7172fd00.jpg, 0, 1, 0, 0
forward_lean_bad_posture-3-_jpg.rf.898109f830526cd78d23a39378ce56b2.jpg, 0, 0, 1, 0
good_posture-625-_jpg.rf.88a2906f75b79aa50d6352faa9ac3e75.jpg, 0, 0, 0, 1
backward_lean_bad_posture-45-_jpg.rf.891fe8cf35d0bce3f0ed93576ef832f0.jpg, 0, 1, 0, 0
good_posture-672-_jpg.rf.892b2e916111ecf29a7afbb518fe0877.jpg, 0, 0, 0, 1
forward_lean_bad_posture-85-_jpg.rf.8a66075a37e014b86c3ac3e2fbbab6de.jpg, 0, 0, 1, 0
good_posture-520-_jpg.rf.89f79bacf1fde7d67ae7ff8df14a2fcc.jpg, 0, 0, 0, 1
backward_lean_bad_posture-64-_jpg.rf.897f33e2a0188006aa264b73d877b920.jpg, 0, 1, 0, 0
backward_lean_bad_posture-61-_jpg.rf.8a0f81049e3138575aacc3c8ac87f97c.jpg, 0, 1, 0, 0
forward_lean_bad_posture-11-_jpg.rf.89c83ff73af1a05b14f92878333b37ed.jpg, 0, 0, 1, 0
forward_lean_bad_posture-58-_jpg.rf.89fd9eaf4d971dc98dc5fcc720408a86.jpg, 0, 0, 1, 0
good_posture-644-_jpg.rf.894714b75cb2d8584fb72414454923f4.jpg, 0, 0, 0, 1
good_posture-558-_jpg.rf.8a26e3e0ad8e2057b3181df40f5b7c53.jpg, 0, 0, 0, 1
good_posture-727-_jpg.rf.89b35a9c47c76ea154b79b67eabee396.jpg, 0, 0, 0, 1
good_posture-737-_jpg.rf.8b7ce12b95a4cbd24004836de50861da.jpg, 0, 0, 0, 1
good_posture-366-_jpg.rf.8a7e7ad2c3293c0655d407484d5c550a.jpg, 0, 0, 0, 1
good_posture-589-_jpg.rf.8a0724fc2f1426027c88af2b9580be57.jpg, 0, 0, 0, 1
good_posture-448-_jpg.rf.8a6bf1ab639f23e116016dfa77f03fbd.jpg, 0, 0, 0, 1
backward_lean_bad_posture-85-_jpg.rf.8b2c9808523e929d453a947099a0d4a0.jpg, 0, 1, 0, 0
good_posture-455-_jpg.rf.8a23e0c97dd2c772560012ddfdb16591.jpg, 0, 0, 0, 1
good_posture-697-_jpg.rf.8abc686dd74069c3c65eaa0c80733891.jpg, 0, 0, 0, 1
backward_lean_bad_posture-125-_jpg.rf.8bb9422a8b3ecbb445b942b26990e683.jpg, 0, 1, 0, 0
backward_lean_bad_posture-150-_jpg.rf.8bea340c7b92f5f98b23e61b3456659e.jpg, 0, 1, 0, 0
good_posture-762-_jpg.rf.8c0a52d69de98f6189aca6037b669465.jpg, 0, 0, 0, 1
forward_lean_bad_posture-188-_jpg.rf.8d648f68f77e83f12b2e05c95bd2de8d.jpg, 1, 0, 0, 0
good_posture-389-_jpg.rf.8bfb138749599c1d529f1620a6a29172.jpg, 0, 0, 0, 1
good_posture-545-_jpg.rf.8fa6d8bb976564e2f0ba4bd5c697281b.jpg, 0, 0, 0, 1
good_posture-666-_jpg.rf.8e2d060ed36c64b7b7704843e39fbb5a.jpg, 0, 0, 0, 1
good_posture-757-_jpg.rf.8e8ec1bc8be240f0205a6652033918e4.jpg, 0, 0, 0, 1
backward_lean_bad_posture-7-_jpg.rf.8bce3daf432bc9c3415be69f1e7999be.jpg, 0, 1, 0, 0
good_posture-721-_jpg.rf.8facbcfb41b11211d7b2699358132757.jpg, 0, 0, 0, 1
good_posture-735-_jpg.rf.8fc8253f726710fc6967805217609306.jpg, 0, 0, 0, 1
backward_lean_bad_posture-151-_jpg.rf.8f10b137c6a4101adcaba408e78fe80c.jpg, 0, 1, 0, 0
good_posture-441-_jpg.rf.907c6e4b3f173beb586ff915f4de9598.jpg, 0, 0, 0, 1
